campaign_id,campaign_discriminator,campaign_grain,case_id,grasp_point_id,capture_phase_s,closure_speed_mps,task_mode,alpha,alpha_semantics,evaluation_path,dynamics_status,rigid_classification,binding_constraint,post_capture_rate_dps,post_capture_rate_limit_dps,initial_linear_impulse_Ns,initial_angular_impulse_Nms,flex_state,flex_safety_eligible,evidence_semantics,safe_claim_permitted,source_id
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc90_v5mm_pose_6d,P2,90.0,0.005,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc90_v5mm_approach_5d,P2,90.0,0.005,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc90_v10mm_pose_6d,P2,90.0,0.01,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc90_v10mm_approach_5d,P2,90.0,0.01,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc90_v20mm_pose_6d,P2,90.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc90_v20mm_approach_5d,P2,90.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc00_v5mm_pose_6d,P3,0.0,0.005,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc00_v5mm_approach_5d,P3,0.0,0.005,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc00_v10mm_pose_6d,P3,0.0,0.01,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc00_v10mm_approach_5d,P3,0.0,0.01,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc00_v20mm_pose_6d,P3,0.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc00_v20mm_approach_5d,P3,0.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc30_v5mm_pose_6d,P3,30.0,0.005,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc30_v5mm_approach_5d,P3,30.0,0.005,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc30_v10mm_pose_6d,P3,30.0,0.01,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc30_v10mm_approach_5d,P3,30.0,0.01,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc30_v20mm_pose_6d,P3,30.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc30_v20mm_approach_5d,P3,30.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc60_v5mm_pose_6d,P3,60.0,0.005,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc60_v5mm_approach_5d,P3,60.0,0.005,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc60_v10mm_pose_6d,P3,60.0,0.01,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc60_v10mm_approach_5d,P3,60.0,0.01,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc60_v20mm_pose_6d,P3,60.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc60_v20mm_approach_5d,P3,60.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc90_v5mm_pose_6d,P3,90.0,0.005,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc90_v5mm_approach_5d,P3,90.0,0.005,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc90_v10mm_pose_6d,P3,90.0,0.01,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc90_v10mm_approach_5d,P3,90.0,0.01,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc90_v20mm_pose_6d,P3,90.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P3_tc90_v20mm_approach_5d,P3,90.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v05mm_pose_6d_a0p0,P1,0.0,0.005,pose_6d,0.0,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594548422803376,2.0,0.059808770098926406,0.009025690375601941,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v05mm_pose_6d_a0p8,P1,0.0,0.005,pose_6d,0.8,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594548422842913,2.0,0.0166097054148255,0.0017513849730412185,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v05mm_pose_6d_a1p0,P1,0.0,0.005,pose_6d,1.0,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594548422852808,2.0,0.010326314858069695,0.00042838878796312013,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v05mm_approach_5d_a0p0,P1,0.0,0.005,approach_5d,0.0,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594587366443884,2.0,0.05980717698209429,0.009029068746914705,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v05mm_approach_5d_a0p8,P1,0.0,0.005,approach_5d,0.8,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594587366443893,2.0,0.016609435903875223,0.001752136673095548,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v05mm_approach_5d_a1p0,P1,0.0,0.005,approach_5d,1.0,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594587366443897,2.0,0.010326319839191831,0.00042852744028910433,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v10mm_pose_6d_a0p0,P1,0.0,0.01,pose_6d,0.0,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594548422803314,2.0,0.06393107900083668,0.008928476772660253,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v10mm_pose_6d_a0p8,P1,0.0,0.01,pose_6d,0.8,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.059454842284286,2.0,0.025175777222867603,0.0017772766124890763,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v10mm_pose_6d_a1p0,P1,0.0,0.01,pose_6d,1.0,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594548422852745,2.0,0.020652629716139407,0.0008567775759262481,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v10mm_approach_5d_a0p0,P1,0.0,0.01,approach_5d,0.0,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594587366443884,2.0,0.06392952116348657,0.00893193975481706,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v10mm_approach_5d_a0p8,P1,0.0,0.01,approach_5d,0.8,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594587366443897,2.0,0.025175570062682846,0.0017781456159814352,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v10mm_approach_5d_a1p0,P1,0.0,0.01,approach_5d,1.0,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594587366443897,2.0,0.02065263967838367,0.0008570548805782106,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v20mm_pose_6d_a0p0,P1,0.0,0.02,pose_6d,0.0,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.059454842280319,2.0,0.0758100738452954,0.008793635235171467,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
P0-C-SYNC-216,SYNCHRONIZED_CAPTURE,3 points × 4 phases × 3 speeds × 2 task modes × 3 alpha = 216,P1_tc00_v20mm_pose_6d_a0p8,P1,0.0,0.02,pose_6d,0.8,EVALUATED_GRID_DIMENSION,SYNCHRONIZED_RIGID_DYNAMIC,EVALUATED,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,3.0594548422842727,2.0,0.04460371419153071,0.002107733272078768,UNKNOWN_NOT_RUN,false,COMPLETE_RIGID_FLEX_UNKNOWN,false,sync_cases
