requirement_id,family,configurations,verification_methods,owner,cdr_baseline_status,m7_design_status,evidence_existing,evidence_m7_contract,retained_hold,flight_credit,prototype_credit,hash_backfill,notes
MSR-MEC-005,MEC,PREGRASP|CAPTURE|POST_CAPTURE_STABILIZATION|SAFE_MODE,A|T|R,GRIPPER_OWNER,HOLD_GRIPPER_STRUCTURAL_STRENGTH,TEST_REQUIRED_HOLD,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/OPEN_HOLD_REGISTER.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp5_mechanisms/GRIPPER_ENGINEERING_PACK_V1.yaml PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/FEA2_FEA8_DECK_REGISTER_V1.yaml PENDING_SIBLING_HASH,allowables; strength/stiffness/fatigue/life test,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,Gripper-clamp FEA deck authorized by ODR-06 at design level; life and strength tests remain.
MSR-MEC-006,MEC,PREGRASP|CAPTURE|POST_CAPTURE_STABILIZATION,A|T|D|R,GRIPPER_OWNER,HOLD_GRIPPER_EXTERNAL_OBJECT_CONTACT_VALIDATION,TEST_REQUIRED_HOLD,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/MECH_RL_INTERFACE_V1.yaml | 30_simulation/sim_13_physics_gated_embodied_grasping/evidence/SIM13_ENVIRONMENT_BOOTSTRAP_GATE.json,NONE,contact friction/compliance authority; target metrology; representative contact test,NO,NO,NOT_APPLICABLE,Target proxies are scenario references (BOM V3 SCN rows); no contact authority.
MSR-MEC-007,MEC,LAUNCH_STOWED|SOLAR_ARRAY_DEPLOYMENT|DEPLOYED_NOMINAL|LEFT_PANEL_FAIL|RIGHT_PANEL_FAIL|BOTH_PANEL_FAIL,A|I|T|D|R,SOLAR_ARRAY_MECHANISMS_OWNER,HOLD_SOLAR_ARRAY_MECHANISM_QUALIFICATION,TEST_REQUIRED_HOLD,OWNER_TASK_STATUS_20260821,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp5_mechanisms/SOLAR_HINGE_DEPLOYMENT_PACK_V1.yaml PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp9_release_package/INSPECTION_PLAN_V1.csv#KC-07,mechanism qualification test; product selections; life/environment evidence,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,Hinge tip sensitivity 0.2 mm/mrad chain executed in M6 (design); qualification test remains.
MSR-MEC-008,MEC,LAUNCH_STOWED|SOLAR_ARRAY_DEPLOYMENT|ARM_RELEASE,I|T|D|R,MECHANISMS_LEAD,HOLD_HDRM_RELIABILITY,TEST_REQUIRED_HOLD,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/OPEN_HOLD_REGISTER.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp5_mechanisms/HDRM_ENGINEERING_PACK_V1.yaml PENDING_SIBLING_HASH,HDRM product selection approval; release reliability/shock test evidence,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,WP5 pack is engineering analysis; traceable test evidence absent.
MSR-MEC-009,MEC,ARM_TASK_READY|ARM_MANEUVER|PREGRASP|CAPTURE,A|I|T|R,VISION_HARDWARE_OWNER,HOLD_CAMERA_SELECTION_AND_CALIBRATION,EXTERNAL_HOLD,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/MECH_RL_INTERFACE_V1.yaml,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/KEEP_OUT_REGISTER_V1.yaml PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/SUPPORT_AND_BRACKET_CANDIDATES_V1.yaml PENDING_SIBLING_HASH (design support),CAMERA_SELECTION; mount drawing; hand-eye calibration criterion,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,Rejected candidate pose penetrated M3R; no replacement authorized; WP1 provides keep-out/support candidates only.
MSR-MEC-010,MEC,SOLAR_ARRAY_DEPLOYMENT|ARM_RELEASE|ARM_MANEUVER|PREGRASP|CAPTURE,A|I|T|D|R,HARNESS_MECHANICAL_OWNER,HOLD_HARNESS_MOVING_SWEEP,ANALYTIC_CLOSED,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/OPEN_HOLD_REGISTER.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/HARNESS_ROUTING_V1.yaml PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/KEEP_OUT_REGISTER_V1.yaml PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp9_release_package/D07_HARNESS_ROUTING_SCHEMATIC.svg,wear / service-life / connector qualification test,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,Design-level routing + sweep clearance via WP1 contract (D07 is schematic only); life criteria remain test-side.
MSR-INT-001,INT,DONOR_BASELINE,I|R,OWNER,ACCEPTED_EXCEPTION_SCOPE_ONLY,PASS_EVIDENCE,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/08_gate/V5_OPERATIONAL_MECHANICAL_GATE.json,NONE,exception must never be reported as composite zero,NO,YES_LIMITED,NOT_APPLICABLE,81 donor static rows preserved as signed scoped exception; WP9 artifacts do not launder them into any zero count.
MSR-INT-002,INT,DEPLOYED_NOMINAL_MAIN_NEUTRAL_ONLY,I|R,MECHANICAL_INTEGRATION_OWNER,PASS_HASH_BOUND_MAIN_NEUTRAL_ONLY,PASS_EVIDENCE,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/INTERFERENCE_CLASSIFICATION.csv,NONE,scope excludes all addenda and other configurations,NO,YES_LIMITED,NOT_APPLICABLE,Historical zero result stays bound to the hash-identical main neutral geometry.
MSR-INT-003,INT,DEPLOYED_NOMINAL_COMPOSITE|ALL_RELEVANT_CONFIGURATIONS,A|I|D|R,MECHANICAL_INTEGRATION_OWNER,HOLD_COMPOSITE_ADDENDA_PLACEMENT_AND_NARROW_PHASE,ANALYTIC_CLOSED,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/08_gate/V5_OPERATIONAL_MECHANICAL_GATE.json,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/DESIGN_FREEZE_ASSEMBLY_V1.step PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/PRODUCT_STRUCTURE_V1.yaml PENDING_SIBLING_HASH,reverts to HOLD if WP1 narrow-phase records absent at integration,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,WP1 design-freeze assembly is the composite placement vehicle; narrow-phase verification records pending WP1 hash backfill.
MSR-INT-004,INT,ALL,I|R,CAD_CONFIGURATION_OWNER,HOLD_MONOLITHIC_NEUTRAL_INTEGRATION,ANALYTIC_CLOSED,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/OPEN_HOLD_REGISTER.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/DESIGN_FREEZE_ASSEMBLY_V1.FCStd/step PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/PRODUCT_STRUCTURE_V1.yaml PENDING_SIBLING_HASH,validation receipt acceptance at integration,NO,LIMITED,PENDING_SIBLING_HASH where M7 contract paths are cited,WP1 integrated neutral assembly + PRODUCT_STRUCTURE occurrence manifest answer the monolithic-integration hold at design level (ODR-03 authority).
MSR-INT-005,INT,ALL_NATIVE_CONFIGURATIONS,I|D|R,CAD_CONFIGURATION_OWNER,HOLD_NATIVE_TOP_ASSEMBLY,EXTERNAL_HOLD,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/08_gate/V5_OPERATIONAL_MECHANICAL_GATE.json,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/00_authority/M7_OWNER_DECISION_REGISTER_V1.yaml#ODR-03,NATIVE_REINTEGRATION_HOLD (permanent unless owner re-authorizes),NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,SolidWorks native line permanently off critical path; neutral FreeCAD/STEP chain is the system geometry authority.
MSR-INT-006,INT,ALL_NATIVE_CONFIGURATIONS,I|D|R,CAD_CONFIGURATION_OWNER,HOLD_LIGHTWEIGHT_SLDASM_NATIVE_VALIDATION,EXTERNAL_HOLD,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/08_gate/V5_OPERATIONAL_MECHANICAL_GATE.json,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/00_authority/M7_OWNER_DECISION_REGISTER_V1.yaml#ODR-03,NATIVE_REINTEGRATION_HOLD (permanent unless owner re-authorizes),NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,Same basis as MSR-INT-005.
MSR-INT-007,INT,DEPLOYED_NOMINAL|LEFT_PANEL_FAIL|RIGHT_PANEL_FAIL|BOTH_PANEL_FAIL|ARM_STOWED_ONORBIT|ARM_TASK_READY|GRIPPER_CLOSED|GRIPPER_PARTIAL|GRIPPER_PREGRASP|GRIPPER_OPEN,I|D|R,CAD_CONFIGURATION_OWNER,HOLD_CONFIGURATION_NATIVE_READBACK,ANALYTIC_CLOSED,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/CONFIGURATION_MATRIX.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/PRODUCT_STRUCTURE_V1.yaml PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp2_design_mass/SYSTEM_DESIGN_MASS_PROPERTIES_V1.yaml PENDING_SIBLING_HASH,hardware readback for flight; native readback superseded by neutral authority (ODR-03),NO,LIMITED,PENDING_SIBLING_HASH where M7 contract paths are cited,10 semantic configurations realized on the neutral chain; nine-config design mass model via WP2; readback records pending sibling hashes.
MSR-INT-008,INT,ALL_10_ACCEPTED_SEMANTIC_CONFIGURATIONS,A|I|R,MECHANICAL_INTEGRATION_OWNER,HOLD_PER_CONFIGURATION_BOUNDING_BOX,ANALYTIC_CLOSED,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/CONFIGURATION_MATRIX.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/DESIGN_FREEZE_ASSEMBLY_V1.step PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp2_design_mass/SYSTEM_DESIGN_MASS_PROPERTIES_V1.yaml PENDING_SIBLING_HASH,flagged for Gate A review: no dedicated bbox contract output,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,Bounding boxes measurable on WP1 design-freeze assembly at integration; flagged because no contract output pins them.
MSR-INT-009,INT,ALL_10_ACCEPTED_SEMANTIC_CONFIGURATIONS|APPROVED_TRANSITION_SWEEPS,A|D|R,MECHANICAL_INTEGRATION_OWNER,HOLD_PER_CONFIGURATION_EXTERNAL_INTERFERENCE,ANALYTIC_CLOSED,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/08_gate/V5_OPERATIONAL_MECHANICAL_GATE.json,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/KEEP_OUT_REGISTER_V1.yaml PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/DESIGN_FREEZE_ASSEMBLY_V1.step PENDING_SIBLING_HASH,reverts to HOLD if WP1 per-config/sweep evidence absent at integration,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,WP1 keep-out register + design-freeze assembly carry the design-level checks; continuous-sweep records pending WP1 hash backfill.
MSR-INT-010,INT,ALL,I|T|R,SYSTEM_INTERFACE_OWNER,HOLD_ROOT_TO_M_FRAME_NOT_REASSERTED_BY_NEUTRAL_PACKAGE,ANALYTIC_CLOSED,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/SYSTEM_FRAME_TREE.yaml,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/00_authority/M7_OWNER_DECISION_REGISTER_V1.yaml#ODR-01; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/DESIGN_FREEZE_ASSEMBLY_V1.step PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp9_release_package/D08_ASSEMBLY_STACKUP.svg; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp9_release_package/ICD_V3_DRAFT.yaml,metrology for flight credit,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,"ODR-01: T_SM=[185.25,0,0] mm + Ry(90 deg) is the single root-to-M authority; stations 198.0/208.0/210.405 are a feature stack, never a second dynamics frame."
MSR-INT-011,INT,M3R_REV_B2,I|T|D|R,M3R_OWNER,HOLD_M3R_PHYSICAL_FITUP,TEST_REQUIRED_HOLD,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/MECH_RL_INTERFACE_V1.yaml,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp4_fastener_design/M3R_FASTENER_DESIGN_V1.yaml PENDING_SIBLING_HASH (tool-access design),representative hardware fitup; tool access demonstration; minimum access clearances,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,No representative hardware exists; tool-access envelopes designed in WP4 contract.
MSR-INT-012,INT,APPROVED_EXCHANGE_CONFIGURATION,I|D|R,CAD_CONFIGURATION_OWNER,HOLD_PARASOLID_EXPORT_NOT_PRODUCED,EXTERNAL_HOLD,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/OPEN_HOLD_REGISTER.csv,NONE,OWNER_PARASOLID_REQUIREMENT decision (conditional),NO,NO,NOT_APPLICABLE,Conditional hold: activates only if the owner requires Parasolid exchange.
MSR-MAT-001,MAT,ALL_PHYSICAL_HARDWARE,I|R,MATERIALS_AND_PROCESSES_OWNER,HOLD_MATERIAL_AND_PROCESS_AUTHORITY,EXTERNAL_HOLD,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/TOP_LEVEL_BOM.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp6_material_selection/DESIGN_MATERIAL_SELECTION_V1.yaml PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp6_material_selection/PROCESS_AND_FINISH_REGISTER_V1.csv PENDING_SIBLING_HASH; 20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp9_release_package/BOM_V3_DESIGN.csv (design-level partial),PROCUREMENT_RECORDS; supplier/lot traceability; released-BOM status,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,BOM V3 binds DESIGN_APPROVED selections pending WP6 hash; traceable supplier/lot records are external procurement inputs.
MSR-MAT-002,MAT,ALL_LOAD_CASES,A|I|T|R,MATERIALS_AND_PROCESSES_OWNER,HOLD_MATERIAL_ALLOWABLES,EXTERNAL_HOLD,20_engineering/F3R2_MECHANICAL_CDR_QUALIFICATION_CLOSURE_20260821/01_wp0_requirements/STANDARDS_TAILORING_MATRIX_V1.csv,NONE,APPROVED_ALLOWABLES_DATABASE absent,NO,NO,NOT_APPLICABLE,WP4/WP7 use candidate-class properties with declared limits; no flight margin credit derivable.
MSR-MAT-003,MAT,ALL_PHYSICAL_HARDWARE,I|T|R,MATERIALS_AND_PROCESSES_OWNER,HOLD_MANUFACTURING_RELEASE,EXTERNAL_HOLD,20_engineering/F3R2_MECHANICAL_CDR_QUALIFICATION_CLOSURE_20260821/01_wp0_requirements/MECHANICAL_CRITICAL_ITEMS_REGISTER_V1.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp6_material_selection/PROCESS_AND_FINISH_REGISTER_V1.csv PENDING_SIBLING_HASH (design-level partial),approved materials/process/parts list; qualification records; manufacturing release not claimed,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,No manufacturing release is claimed anywhere in M7.
MSR-MAT-004,MAT,MANUFACTURE|ASSEMBLY|TEST|STORAGE|LAUNCH|OPERATION,A|I|T|R,PRODUCT_ASSURANCE_OWNER,HOLD_CLEANLINESS_AND_CONTAMINATION_INPUTS,EXTERNAL_HOLD,20_engineering/F3R2_MECHANICAL_CDR_QUALIFICATION_CLOSURE_20260821/01_wp0_requirements/STANDARDS_TAILORING_MATRIX_V1.csv,NONE,MISSION_CONTAMINATION_LIMITS; sensitive item list; cleanliness control plan,NO,NO,NOT_APPLICABLE,No mission contamination limits exist.
MSR-MAT-005,MAT,QUALIFICATION_ARTICLE|ACCEPTANCE_ARTICLE,T|R,TEST_AND_VERIFICATION_LEAD,HOLD_THERMAL_TEST_INPUTS,TEST_REQUIRED_HOLD,20_engineering/F3R2_MECHANICAL_CDR_QUALIFICATION_CLOSURE_20260821/01_wp0_requirements/STANDARDS_TAILORING_MATRIX_V1.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp8_thermal/THERMO_ELASTIC_SENSITIVITY_V1.yaml PENDING_SIBLING_HASH (design sensitivity only),authorized thermal test specification; test article,NO,NO,PENDING_SIBLING_HASH where M7 contract paths are cited,WP8 gives thermo-elastic sensitivity envelopes (analysis); no thermal-vacuum/cycling test exists.
MSR-VER-001,VER,ALL,I|R,VERIFICATION_LEAD,CANDIDATE_PASS_WP0_MAPPING_ONLY_PROGRAM_HOLD,ANALYTIC_CLOSED,20_engineering/F3R2_MECHANICAL_CDR_QUALIFICATION_CLOSURE_20260821/01_wp0_requirements/MECHANICAL_VERIFICATION_CONTROL_DOCUMENT_V1.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp9_release_package/VERIFICATION_MATRIX_V1.csv,"AUTHORIZED_VERIFICATION_PLAN remains an owner-level input (noted, not claimed)",NO,YES,PENDING_SIBLING_HASH where M7 contract paths are cited,VCD 62/62 mapping carried; this matrix extends each row with M7 evidence and honest status; program authorization not claimed.
MSR-VER-002,VER,QUALIFICATION_CONFIGURATION|ACCEPTANCE_CONFIGURATION|PROTOFLIGHT_CONFIGURATION,I|R,TEST_AND_VERIFICATION_LEAD,HOLD_TEST_LEVELS_AND_MODEL_PHILOSOPHY_AUTHORIZATION,EXTERNAL_HOLD,20_engineering/F3R2_MECHANICAL_CDR_QUALIFICATION_CLOSURE_20260821/01_wp0_requirements/STANDARDS_TAILORING_MATRIX_V1.csv,NONE,MISSION_ENVIRONMENTS; MODEL_PHILOSOPHY; TEST_LEVELS authorization,NO,NO,NOT_APPLICABLE,No signed model philosophy or test specification exists.
MSR-VER-003,VER,QUALIFICATION_ARTICLE|ACCEPTANCE_ARTICLE|FLIGHT_CONFIGURATION,I|T|R,PRODUCT_ASSURANCE_OWNER,HOLD_QUALIFICATION_AND_ACCEPTANCE_EVIDENCE,TEST_REQUIRED_HOLD,20_engineering/F3R2_MECHANICAL_CDR_QUALIFICATION_CLOSURE_20260821/01_wp0_requirements/HOLD_TO_REQUIREMENT_TRACEABILITY_V1.csv,NONE,test reports; configuration records; NCR/anomaly dispositions,NO,NO,NOT_APPLICABLE,No qualification or acceptance test evidence exists.
MSR-VER-004,VER,ALL_LIFECYCLE_STATES,A|I|R,DEPENDABILITY_OWNER,CANDIDATE_CRITICAL_ITEM_REGISTER_ONLY_FMEA_HOLD,ANALYTIC_CLOSED,20_engineering/F3R2_MECHANICAL_CDR_QUALIFICATION_CLOSURE_20260821/01_wp0_requirements/MECHANICAL_CRITICAL_ITEMS_REGISTER_V1.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp9_release_package/VERIFICATION_MATRIX_V1.csv,AUTHORIZED_FMEA_SCOPE (formal FMEA/FMECA HOLD retained),NO,LIMITED,PENDING_SIBLING_HASH where M7 contract paths are cited,Critical-items screening register carried into M7 mapping; formal FMEA completion not claimed.
MSR-VER-005,VER,NEUTRAL_PACKAGE,I|D|R,CONFIGURATION_MANAGER,PASS_RAPID_PACKAGE_ONLY_NOT_DESIGN_QUALIFICATION,PASS_EVIDENCE,20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/06_pack_and_go/NEUTRAL_PACKAGE_VALIDATION.json | 20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/08_gate/V5_OPERATIONAL_MECHANICAL_GATE.json,NONE,not creditable for flight qualification,NO,YES_LIMITED,NOT_APPLICABLE,Neutral package validation passed with zero missing/zero-byte/mismatch/unexpected; evidence-class labels preserved.
MSR-VER-006,VER,SIM13_BOOTSTRAP|ARM_MANEUVER|PREGRASP|CAPTURE|POST_CAPTURE_STABILIZATION,A|I|T|D|R,ROBOTICS_VERIFICATION_OWNER,HOLD_CONTACT_FIDELITY_FLEXIBLE_BODY_TRAINING_HIL_AND_REAL_ROBOT,TEST_REQUIRED_HOLD,30_simulation/sim_13_physics_gated_embodied_grasping/evidence/SIM13_ENVIRONMENT_BOOTSTRAP_GATE.json,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp10_mech_rl_v4/MECH_DYNAMICS_INTERFACE_V4.yaml PENDING_SIBLING_HASH (interface design only),contact/flexible-body/training/HIL/real-robot authorized gates,NO,BOOTSTRAP_ONLY,PENDING_SIBLING_HASH where M7 contract paths are cited,WP10 upgrades the dynamics/RL interface design; higher-fidelity and real-hardware gates stay closed.
