row_id,case_class,band_id,band_flag,t_hot_degC,t_cold_degC,delta_T_K,interface,metric,material_scenario,value,unit,value_kind,margin_reference_id,margin_reference_value,margin_consumption_ratio,margin_impact,authority_level,notes
WP8-0084,HOT_TO_COLD,GEVS_TYP_PROTOFLIGHT_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,60.0,-20.0,80,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_CRES304_ASSUMPTION,0.022808429784,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.225792,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0085,HOT,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,46,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_CRES304_ASSUMPTION,0.0131148471258,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.12983,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0086,COLD,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,-49,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_CRES304_ASSUMPTION,-0.0139701632427,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,-0.138297,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0087,HOT_TO_COLD,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,95,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_CRES304_ASSUMPTION,0.0270850103685,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.268128,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0088,HOT,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,51,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_CRES304_ASSUMPTION,0.0145403739873,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.143942,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0089,COLD,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,-54,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_CRES304_ASSUMPTION,-0.0153956901042,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,-0.152409,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0090,HOT_TO_COLD,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,105,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_CRES304_ASSUMPTION,0.0299360640915,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.296352,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0091,HOT,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,25,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.016653774128,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.164864,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0092,COLD,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,-25,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,-0.016653774128,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,-0.164864,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0093,HOT_TO_COLD,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,50,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.033307548256,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.329728,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0094,HOT,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,30,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.0199845289536,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.197837,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0095,COLD,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,-30,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,-0.0199845289536,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,-0.197837,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0096,HOT_TO_COLD,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,60,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.0399690579072,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.395673,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0097,HOT,GEVS_TYP_ACCEPTANCE_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,55.0,-15.0,35,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.0233152837792,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.230809,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0098,COLD,GEVS_TYP_ACCEPTANCE_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,55.0,-15.0,-35,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,-0.0233152837792,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,-0.230809,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0099,HOT_TO_COLD,GEVS_TYP_ACCEPTANCE_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,55.0,-15.0,70,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.0466305675584,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.461619,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0100,HOT,GEVS_TYP_PROTOFLIGHT_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,60.0,-20.0,40,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.0266460386048,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.263782,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0101,COLD,GEVS_TYP_PROTOFLIGHT_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,60.0,-20.0,-40,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,-0.0266460386048,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,-0.263782,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0102,HOT_TO_COLD,GEVS_TYP_PROTOFLIGHT_TEST,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,60.0,-20.0,80,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.0532920772096,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.527564,HIGH_CONSUMES_50_TO_100PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0103,HOT,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,46,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.0306429443955,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.303349,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0104,COLD,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,-49,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,-0.0326413972909,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,-0.323133,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0105,HOT_TO_COLD,MIL_STD_1540_REFERENCE_PROTOQUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,66.0,-29.0,95,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.0632843416864,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.626482,HIGH_CONSUMES_50_TO_100PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0106,HOT,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,51,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.0339736992211,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.336322,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0107,COLD,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,-54,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,-0.0359721521165,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,-0.356106,MODERATE_CONSUMES_10_TO_50PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0108,HOT_TO_COLD,MIL_STD_1540_REFERENCE_QUALIFICATION_TEST,ASSUMPTION_REFERENCE_BAND_MIL_STD_1540_BEYOND_GEVS,71.0,-34.0,105,M3R_B601_JOINT,pattern_radial_drift_mm,BASE_TI6AL4V_ASSUMPTION,0.0699458513376,mm,ANALYTIC_DERIVED_B601_BASE_MATERIAL_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.692428,HIGH_CONSUMES_50_TO_100PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. B601 base material unidentified -- integration action for WP9 ICD_V3_DRAFT."
WP8-0109,HOT,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,25,M3R_B601_JOINT,hole_shaft_radial_clearance_change_mm,BOLT_A286_IN_AL6061_STAGE_A,0.000532,mm,ANALYTIC_DERIVED_BOLT_CTE_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.00526653,LOW_CONSUMES_LT_10PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Positive = clearance grows (hot); negative = clearance shrinks (cold)."
WP8-0110,COLD,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,-25,M3R_B601_JOINT,hole_shaft_radial_clearance_change_mm,BOLT_A286_IN_AL6061_STAGE_A,-0.000532,mm,ANALYTIC_DERIVED_BOLT_CTE_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,-0.00526653,LOW_CONSUMES_LT_10PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Positive = clearance grows (hot); negative = clearance shrinks (cold)."
WP8-0111,HOT_TO_COLD,GEVS_TYP_MAX_PREDICTED_FLIGHT,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,45.0,-5.0,50,M3R_B601_JOINT,hole_shaft_radial_clearance_change_mm,BOLT_A286_IN_AL6061_STAGE_A,0.001064,mm,ANALYTIC_DERIVED_BOLT_CTE_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.0105331,LOW_CONSUMES_LT_10PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Positive = clearance grows (hot); negative = clearance shrinks (cold)."
WP8-0112,HOT,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,30,M3R_B601_JOINT,hole_shaft_radial_clearance_change_mm,BOLT_A286_IN_AL6061_STAGE_A,0.0006384,mm,ANALYTIC_DERIVED_BOLT_CTE_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.00631983,LOW_CONSUMES_LT_10PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model inside/near source interval; candidate CTEs, not allowables. Positive = clearance grows (hot); negative = clearance shrinks (cold)."
WP8-0113,COLD,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,-30,M3R_B601_JOINT,hole_shaft_radial_clearance_change_mm,BOLT_A286_IN_AL6061_STAGE_A,-0.0006384,mm,ANALYTIC_DERIVED_BOLT_CTE_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,-0.00631983,LOW_CONSUMES_LT_10PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Positive = clearance grows (hot); negative = clearance shrinks (cold)."
WP8-0114,HOT_TO_COLD,GEVS_TYP_OPERATIONAL,ASSUMPTION_CANDIDATE_BAND_GEVS_TYPICAL,50.0,-10.0,60,M3R_B601_JOINT,hole_shaft_radial_clearance_change_mm,BOLT_A286_IN_AL6061_STAGE_A,0.0012768,mm,ANALYTIC_DERIVED_BOLT_CTE_ASSUMPTION_MEMBER_CTE_CANDIDATE,M6_WP3_B601_M4_PATTERN_WC_MIN_RADIAL_CLEARANCE_CANDIDATE_MM,0.101015357,0.0126397,LOW_CONSUMES_LT_10PCT_OF_M6_WP3_WC_CANDIDATE,ANALYTIC_DESIGN_ASSUMPTION_LEVEL,"Hot-to-cold end-state excursion (T_hot-T_cold); linear model makes the swing reference-temperature independent. Constant-CTE analytic model; cold side extrapolates Al CTE candidates below their 20-100 degC source interval and uses null-interval Ti/fastener values -- ASSUMPTION, not environment authority. Positive = clearance grows (hot); negative = clearance shrinks (cold)."
